institucion,nombre_uc,empresas,dias_entre_constituciones,constituidas_desde,constituidas_hasta,contratos,monto_mxn_millones,proveedores
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,"SUBGERENCIA DE ADMINISTRACIÓN, UNIDAD REGIONAL CUERNAVACA",3,30,2015-03-18 00:00:00,2015-04-17 00:00:00,4,8.2,"SEÑALES VIMAR SA DE CV (SVI150318QS2, 2015-03-18 00:00:00) | VAGON SEÑALES CONSTRUCCIONES Y SEGURIDAD SA DE CV (VSC150324728, 2015-03-24 00:00:00) | PAISAJE Y ESTRUCTURA SA DE CV (PES150417E28, 2015-04-17 00:00:00)"
FINANCIERA PARA EL BIENESTAR,DIRECCIÓN DE ADMINISTRACIÓN,3,30,2014-03-03 00:00:00,2014-04-02 00:00:00,4,8.2,"SIMEC SERVICIOS DE INGENIERIA, MECANICA, ELECTRICA Y CIVIL SA DE CV (SSI140303UTA, 2014-03-03 00:00:00) | REPORTE INDIGO DE MEXICO SA DE CV (RIM140314IQ7, 2014-03-14 00:00:00) | LINK-INC ADMINISTRACION SA DE CV (LAD140402433, 2014-04-02 00:00:00)"
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,CENTRO MEDICO NACIONAL 20 DE NOVIEMBRE,5,26,2018-02-01 00:00:00,2018-02-27 00:00:00,10,8.2,"SERVICIOS INTEGRALES ERM&KSF SA DE CV (SIE180201696, 2018-02-01 00:00:00) | CORDOVA RENDON SA DE CV (CRE180202M19, 2018-02-02 00:00:00) | INDUSTRIA MEJIA Y ASOCIADOS SA DE CV (IMA1802024J6, 2018-02-02 00:00:00) | DI-MEDICAL DEL SUR SA DE CV (DSU1802267F5, 2018-02-26 00:00:00) | DIVHERSALUD SA DE CV (DIV180227823, 2018-02-27 00:00:00)"
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,SUBDIRECCION DE RECURSOS MATERIALES Y SERVICIOS,6,30,2007-01-24 00:00:00,2007-02-23 00:00:00,12,8.2,"SEÑAL INTERACTIVA SA DE CV (SIN070124NL7, 2007-01-24 00:00:00) | RED DE RADIOS COMUNITARIAS DE MEXICO AC (RRC070125LI5, 2007-01-25 00:00:00) | CORPORATIVO EBIDAR SA DE CV (CEB070215L78, 2007-02-15 00:00:00) | PM ONSTREET SA DE CV (PON070220476, 2007-02-20 00:00:00) | BASVEC SERVICIOS INTEGRALES SA DE CV (BSI070223LK4, 2007-02-23 00:00:00) | GRUPO COMERCIAL LLADROB SA DE CV (GCL0702233J3, 2007-02-23 00:00:00)"
INSTITUTO NACIONAL DE PEDIATRÍA,DIRECCION DE ADMINISTRACION,6,29,2019-06-30 00:00:00,2019-07-29 00:00:00,21,8.1,"GRUPO FARMACEUTICO TOTALFARMA SA DE CV (GFT1906303VA, 2019-06-30 00:00:00) | BLACK ECCO TI SA DE CV (BET190705434, 2019-07-05 00:00:00) | PREVENCION Y SOLUCIONES K-B SA DE CV (PSK190708KG3, 2019-07-08 00:00:00) | RIGEL DIAGNOSTICA SA DE CV (RDI190722RX8, 2019-07-22 00:00:00) | DISTRIBUIDORA MOLYMED SA DE CV (DMO1907246N0, 2019-07-24 00:00:00) | COMERCIALIZADORA UCIN S A P I DE CV (CUC190729U13, 2019-07-29 00:00:00)"
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS,5,28,2011-11-07 00:00:00,2011-12-05 00:00:00,17,8.0,"INSUMOS DE SALUD PROFESIONAL INSAP SA DE CV (ISP111107JD2, 2011-11-07 00:00:00) | DISTRIBUIDORA MORA ESPECIALISTAS EN EQUIPO MEDICO SA DE CV (DME111109FC1, 2011-11-09 00:00:00) | FUNDACION TELETON VIDA IAP (FTV111116EFA, 2011-11-16 00:00:00) | COMERCIALIZADORA DE MATERIALES Y SERVICIOS INTEGRALES HERON SA D (CMS111202I69, 2011-12-02 00:00:00) | OPERADORA CASFAC SA DE CV (OCA1112059Y0, 2011-12-05 00:00:00)"
SECRETARIA DE LA DEFENSA NACIONAL,COMUNICACIÓN SOCIAL,3,27,2005-01-14 00:00:00,2005-02-10 00:00:00,19,8.0,"TALLERES DEL SUR SA DE CV (TSU050114PG3, 2005-01-14 00:00:00) | AS DEPORTE SA DE CV (ADE050204B3A, 2005-02-04 00:00:00) | AGAVE PRODUCCIONES SA DE CV (APR050210NJ0, 2005-02-10 00:00:00)"
AGENCIA NACIONAL DE SEGURIDAD INDUSTRIAL Y DE PROTECCION AL MEDIO AMBIENTE DEL SECTOR HIDROCARBUROS,DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS,3,18,1991-03-22 00:00:00,1991-04-09 00:00:00,5,7.8,"ADOLFO TREJO SERVICIOS ESPECIALES SA DE CV (ATS9103222B1, 1991-03-22 00:00:00) | CASANOVA VALLEJO SA DE CV (CVA910402GI5, 1991-04-02 00:00:00) | INTEGRA ARRENDA SA DE CV SOFOM ENR (AAN910409I35, 1991-04-09 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,HOSPITAL DE ESPECIALIDADES DEL CMN MANUEL AVILA CAMACHO EN PUEBLA,4,22,2010-03-03 00:00:00,2010-03-25 00:00:00,13,7.7,"ISENORTE SA DE CV (ISE100303UI7, 2010-03-03 00:00:00) | SOLUCIONES INTEGRALES OFTALMOLOGICAS TRIANA SA DE CV (SIO1003054M6, 2010-03-05 00:00:00) | SERVICIO Y SOPORTE BIOMEDICO SA DE CV (SSB100323G33, 2010-03-23 00:00:00) | LABZ DISTRIBUIDORA MEDICA SA DE CV (LDM1003252H6, 2010-03-25 00:00:00)"
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,"HOSPITAL REGIONAL PUEBLA, COORDINACION DE RECURSOS MATERIALES",3,20,1996-03-26 00:00:00,1996-04-15 00:00:00,7,7.5,"ARKANUM SA DE CV (ARK960326NR4, 1996-03-26 00:00:00) | SANOFI PASTEUR SA DE CV (SPA960328P62, 1996-03-28 00:00:00) | CLINICA DE ONCOLOGIA Y RADIOTERAPIA DR. RICARDO MUÑOZ CEBALLOS S (COR9604152E5, 1996-04-15 00:00:00)"
COMISIÓN ESTATAL DE AGUA Y ALCANTARILLADO,SUBDIRECCIÓN DE LICITACIONES Y PRECIOS UNITARIOS,3,7,2015-03-03 00:00:00,2015-03-10 00:00:00,5,7.4,"VVJ PROYECTO S A P I DE CV (VPR150303MQ9, 2015-03-03 00:00:00) | GRUPO ADARTSE CONSTRUCCIONES Y EXPORTACIONES SA DE CV (GAC150306TEA, 2015-03-06 00:00:00) | ARRBELL INGENIERIA Y CONSTRUCCION SA DE CV (AIC1503109Q6, 2015-03-10 00:00:00)"
"GRUPO AEROPORTUARIO DE LA CIUDAD DE MÉXICO, S.A. DE C.V.","DIRECCIÓN CORPORATIVA DE ADMINISTRACIÓN, SUBDIRECCIÓN DE RECURSOS MATERIALES",3,29,2007-01-08 00:00:00,2007-02-06 00:00:00,3,7.4,"OPERADORA COMERCIAL M S DE RL DE CV (OCM070108ES4, 2007-01-08 00:00:00) | RED DE RADIOS COMUNITARIAS DE MEXICO AC (RRC070125LI5, 2007-01-25 00:00:00) | INGENIERIA, CONSULTORIA EN OBRAS Y PROYECTOS SA DE CV (ICE0702064K9, 2007-02-06 00:00:00)"
SERVICIOS DE SALUD DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL PARA EL BIENESTAR,DIRECCION DE ADMINISTRACION Y FINANZAS,4,14,2002-04-02 00:00:00,2002-04-16 00:00:00,8,7.3,"MEDICAL LIFE SUPPLY SA DE CV (MLS020402FF8, 2002-04-02 00:00:00) | MEDICAL RECOVERY SA DE CV (MRE020410HT4, 2002-04-10 00:00:00) | PC BYTE COMERCIALIZADORA SA DE CV (PBC020416UC1, 2002-04-16 00:00:00) | PROLIMPIEZA SA DE CV (PRO020416FN7, 2002-04-16 00:00:00)"
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,"DELEGACION ESTATAL HIDALGO, DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS",3,17,2009-02-17 00:00:00,2009-03-06 00:00:00,3,7.3,"SAUBER HALTEN SA DE CV (SHA090217KP8, 2009-02-17 00:00:00) | FIREWALL SEGURIDAD PRIVADA SA DE CV (FSP090305KV0, 2009-03-05 00:00:00) | ARQUINA SA DE CV (ARQ090306KT6, 2009-03-06 00:00:00)"
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,"UNIDAD REGIONAL VERACRUZ, SUBGERENCIA TÉCNICA",3,27,2020-08-12 00:00:00,2020-09-08 00:00:00,3,6.9,"HIPERESTATICA CONSTRUCCION CIVIL Y SISTEMAS SA DE CV (HCC200812LF2, 2020-08-12 00:00:00) | VAIER INGENIEROS CIVILES SA DE CV (VIC200822QG6, 2020-08-22 00:00:00) | INDUSTRIAL DE SERVICIOS INGENIO PARA LATINOAMERICA SA DE CV (ISI200908L60, 2020-09-08 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"UMAE DR. GAUDENCIO GONZALEZ GARZA DEL CMN LA RAZA, DEPARTAMENTO DE ABASTECIMIENTO",4,21,2020-07-06 00:00:00,2020-07-27 00:00:00,17,6.8,"MANTENIMIENTO MAAP PRODUCTOS SAS (MMP200706TM9, 2020-07-06 00:00:00) | PHARMACEUTICA MARLEX SA DE CV (PMA200707CB6, 2020-07-07 00:00:00) | SAGO MEDICAL SERVICE SA DE CV (SMS200716NZ4, 2020-07-16 00:00:00) | AMG PHARMA MEXICO SA DE CV (APM200727JP6, 2020-07-27 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,UMAE HOSPITAL DE ESPECIALIDADES N°25 DEPTO DE ABASTECIMIENTO,3,13,2006-04-28 00:00:00,2006-05-11 00:00:00,11,6.8,"MEDICAL SCOPE SA DE CV (MSC06042871A, 2006-04-28 00:00:00) | COMERCIAL BIOMEDICO JR SA DE CV (CBJ060511U14, 2006-05-11 00:00:00) | ONCOMEDIC DISTRIBUIDORA DE MEDICAMENTOS SA DE CV (ODM060511TT5, 2006-05-11 00:00:00)"
"ALIMENTACIÓN PARA EL BIENESTAR, S.A. DE C.V.",UNIDAD OPERATIVA MORELOS,3,26,1981-11-18 00:00:00,1981-12-14 00:00:00,49,6.8,"MOLINOS AZTECA SA DE CV (MAZ8111185X2, 1981-11-18 00:00:00) | SALES DEL ISTMO SA DE CV (SIS811210H53, 1981-12-10 00:00:00) | INDUSTRIAL PATRONA SA DE CV (IPA811214UR1, 1981-12-14 00:00:00)"
"HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",DIRECCION DE ADMINISTRACION Y FINANZAS,7,23,2019-05-07 00:00:00,2019-05-30 00:00:00,10,6.7,"HOSPITIUM SOLUTIONS SA DE CV (HSO190507A66, 2019-05-07 00:00:00) | SANBARI SA DE CV (SAN190509SQ6, 2019-05-09 00:00:00) | DISTRIBUIDORA Y COMERCIALIZADORA KLOER SA DE CV (DCK1905106F0, 2019-05-10 00:00:00) | CIMA PHARMACEUTICA S DE RL DE CV (CPH190522MW0, 2019-05-22 00:00:00) | SOLUCIONES Y EQUIPOS MEDICOS RIED SA DE CV (SEM1905233X6, 2019-05-23 00:00:00) | ZENSOMEDIC SA DE CV (ZEN190523UC4, 2019-05-23 00:00:00) | GRUPO DIMELLA SA DE CV (GDI190530GH6, 2019-05-30 00:00:00)"
SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE TABASCO,"DIRECCIÓN GENERAL DE FINANZAS, PLANEACIÓN Y FINANZAS",3,29,2005-09-15 00:00:00,2005-10-14 00:00:00,22,6.6,"SUMINISTROS MEDICOS Y QUIMICOS DEL SURESTE SA DE CV (SMQ0509157M4, 2005-09-15 00:00:00) | GESA MEXICO S DE RL DE CV (GME051003VD7, 2005-10-03 00:00:00) | MQCUAY SERVICIOS MULTIPLES INDUSTRIALES SA DE CV (MSM0510142A8, 2005-10-14 00:00:00)"
INSTITUTO NACIONAL DE MIGRACION,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,3,7,2013-10-24 00:00:00,2013-10-31 00:00:00,7,6.6,"CARMINA CONSTRUCCIONES SA DE CV (CCO1310245Q2, 2013-10-24 00:00:00) | CISCAR SA DE CV (CIS131031UL2, 2013-10-31 00:00:00) | POLICIA AUXILIAR DEL ESTADO DE MICHOACAN DE OCAMPO (PAE131031ML0, 2013-10-31 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"UMAE HOSPITAL DE ONCOLOGIA DEL CMN SIGLO XXI, DEPARTAMENTO DE ABASTECIMIENTO",5,28,2016-05-16 00:00:00,2016-06-13 00:00:00,32,6.6,"GALA PHARMA SA DE CV (GPH160516ED7, 2016-05-16 00:00:00) | A1 OPERADORA COMERCIAL DE SERVICIOS Y PUBLICIDAD SA DE CV (AOC160517GJ8, 2016-05-17 00:00:00) | GADMAR SA DE CV (GAD160607P50, 2016-06-07 00:00:00) | ALUR TEK SA DE CV (ATE1606112E3, 2016-06-11 00:00:00) | COMERCIALIZADORA EFEXCA SA DE CV (CEF1606135A4, 2016-06-13 00:00:00)"
"SERVICIO NACIONAL DE SANIDAD, INOCUIDAD Y CALIDAD AGROALIMENTARIA",DIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,6,30,2021-02-03 00:00:00,2021-03-05 00:00:00,14,6.6,"PAILERIA ESPECIALIZADA Y SERVICIO DE EQUIPO MEDICO APM SA DE CV (PES2102035K0, 2021-02-03 00:00:00) | GRUPO RAVER APLICACIONES SA DE CV (GRA210208IA7, 2021-02-08 00:00:00) | DISTRIBUIDORA DE PRODUCTOS SERVET SA DE CV (DPS210217CG1, 2021-02-17 00:00:00) | SERVICIOS GENERALES DE MANUFACTURA GM33 SA DE CV (SGM210219TE8, 2021-02-19 00:00:00) | XTRA PARKING SA DE CV (XPA210222EW2, 2021-02-22 00:00:00) | TOPO TACTICO SA DE CV (TTA210305S83, 2021-03-05 00:00:00)"
INSTITUTO FEDERAL DE TELECOMUNICACIONES,DIRECCION DE PROCEDIMIENTOS DE ADQUISICIONES,3,20,1996-11-27 00:00:00,1996-12-17 00:00:00,5,6.5,"CONSTRUCCIONES LYSSA SA DE CV (CLY961127F18, 1996-11-27 00:00:00) | DISTRIBUIDORA ELECTRONICA CASTANEDO SA DE CV (DEC961202AT9, 1996-12-02 00:00:00) | SEGURIDATA PRIVADA SA DE CV (SPR961217NK9, 1996-12-17 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,UMAE HOSPITAL DE GINECO OBSTETRICIA NO 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA,3,15,2001-08-29 00:00:00,2001-09-13 00:00:00,5,6.5,"MEDIPLAS SA DE CV (MED010829R9A, 2001-08-29 00:00:00) | SERVICIOS MEDICOS Y TECNICOS SA DE CV (SMT010905FL0, 2001-09-05 00:00:00) | MEDICAMENTOS EXCLUSIVOS SA DE CV (MEX010913Q41, 2001-09-13 00:00:00)"
COMISION NACIONAL DE ACUACULTURA Y PESCA,"UNIDAD DE ADMINISTRACIÓN, SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES",3,24,2009-01-18 00:00:00,2009-02-11 00:00:00,3,6.4,"PETROTRANSMODAL SC DE RL DE CV (PET090118V64, 2009-01-18 00:00:00) | LB SISTEMAS SA DE CV (LSI090130BR5, 2009-01-30 00:00:00) | TOKA INTERNACIONAL S A P I DE CV (TIN090211JC9, 2009-02-11 00:00:00)"
"ALIMENTACIÓN PARA EL BIENESTAR, S.A. DE C.V.",SUBGERENCIA REGIONAL TLAXCALA,3,26,1981-11-18 00:00:00,1981-12-14 00:00:00,34,6.4,"MOLINOS AZTECA SA DE CV (MAZ8111185X2, 1981-11-18 00:00:00) | SALES DEL ISTMO SA DE CV (SIS811210H53, 1981-12-10 00:00:00) | INDUSTRIAL PATRONA SA DE CV (IPA811214UR1, 1981-12-14 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,7,24,2020-06-22 00:00:00,2020-07-16 00:00:00,54,6.2,"COMERCIALIZADORA THE CAT AND THE MOON SAS DE CV (CCM200622EA0, 2020-06-22 00:00:00) | DISTRIBUIDORA YOVIC SA DE CV (DYO2006304L2, 2020-06-30 00:00:00) | SIIASE SOPORTE SA DE CV (SSO200701I61, 2020-07-01 00:00:00) | PHARMACEUTICA MARLEX SA DE CV (PMA200707CB6, 2020-07-07 00:00:00) | SANCOR COMERCIALIZADORA DE MATERIALES DE CURACION E INSUMOS PARA (SCM2007074T1, 2020-07-07 00:00:00) | SOLOGMEDIC SA DE CV (SOL200713KR0, 2020-07-13 00:00:00) | SAGO MEDICAL SERVICE SA DE CV (SMS200716NZ4, 2020-07-16 00:00:00)"
CENTRO NACIONAL DE CONTROL DEL GAS NATURAL,"UNIDAD DE ADMINISTRACION Y FINANZAS, DIRECCION EJECUTIVA DE RECURSOS MATERIALES",4,30,2017-02-14 00:00:00,2017-03-16 00:00:00,7,6.2,"BH&A, PROYECTOS, CONSULTORIA Y SUPERVISION DE INFRAESTRUCTURA SC (BPC170214GI9, 2017-02-14 00:00:00) | MANUFACTURAS SERKA CONTINENTALES SA DE CV (MSC170215V20, 2017-02-15 00:00:00) | MAGNOCOM SA DE CV (MAG170216BCA, 2017-02-16 00:00:00) | TECO DESARROLLADORA DE ESPACIOS OPTIMOS SA DE CV (TDE170316I59, 2017-03-16 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"HOSPITAL DE ESPECIALIDADES DEL CMN IGNACIO GARCIA TELLEZ EN MERIDA, YUCATAN",5,28,2021-04-13 00:00:00,2021-05-11 00:00:00,9,6.1,"INSUMOS CORAL S DE RL DE CV (ICO210413DF6, 2021-04-13 00:00:00) | INNOVACION MEDICA Y TECNOLOGIAS PARA LA SALUD MX SA DE CV (IMT210429QV5, 2021-04-29 00:00:00) | REDI EXPRESS SA DE CV (REX210504FU6, 2021-05-04 00:00:00) | COMERCIALIZADORA Y SERVICIOS ROFER-LEYVA SA DE CV (CSR2105087X7, 2021-05-08 00:00:00) | FARMACEUTICA DITESA SA DE CV (FDI210511QX1, 2021-05-11 00:00:00)"
SECRETARIA DE EDUCACION PUBLICA,DIRECCIÓN DE ADQUISICIONES,3,19,2009-12-02 00:00:00,2009-12-21 00:00:00,3,6.1,"BEMI, ESPACIOS DE ESTACIONAMIENTO SA DE CV (BEE091202P13, 2009-12-02 00:00:00) | HPM REPRESENTACIONES S DE RL DE CV (HRE091204348, 2009-12-04 00:00:00) | ""GLUCKLI"" SA DE CV (GLU091221346, 2009-12-21 00:00:00)"
"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",DIRECCIÓN ADMINISTRATIVA,3,25,2009-01-19 00:00:00,2009-02-13 00:00:00,5,5.8,"CONSORCIO INTERNACIONAL HUITZILIN SA DE CV (CIH0901195S3, 2009-01-19 00:00:00) | TOKA INTERNACIONAL S A P I DE CV (TIN090211JC9, 2009-02-11 00:00:00) | COMPAÑIA MEXICANA EN INGENIERIA ESPECIALIZADA SA DE CV (MIE0902133N4, 2009-02-13 00:00:00)"
SERVICIOS DE SALUD DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL PARA EL BIENESTAR,"HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA, SUBDIRECCIÓN DE RECURSOS MATERIALES",4,15,2010-06-21 00:00:00,2010-07-06 00:00:00,5,5.8,"SOLAR MEDICAL SA DE CV (SME100621IG8, 2010-06-21 00:00:00) | SOLUCIONES EN LIDERAZGO FARMACEUTICO SA DE CV (SLF1006265D1, 2010-06-26 00:00:00) | SUMINISTROS MEDICOS DE MEXICO SA DE CV (SMM1006305X7, 2010-06-30 00:00:00) | ZYDUS PHARMACEUTICALS MEXICO SA DE CV (ZPM1007066L8, 2010-07-06 00:00:00)"
SECRETARIA DE ECONOMIA,DIRECCION GENERAL DE RECURSOS MATERIALES Y ARCHIVO,3,27,2009-05-20 00:00:00,2009-06-16 00:00:00,3,5.8,"NRM. WEB SA DE CV (NWE090520771, 2009-05-20 00:00:00) | LULUCAT CORPORATION MEXICO SA DE CV (LCM090604SY9, 2009-06-04 00:00:00) | INDAPRODUCTOS Y SERVICIOS SA DE CV (ISE0906166A0, 2009-06-16 00:00:00)"
"BANCO NACIONAL DE COMERCIO EXTERIOR, S.N.C.",SUBDIRECCIÓN DE ADQUISICIONES DE BIENES MUEBLES Y SERVICIOS,6,29,1999-11-17 00:00:00,1999-12-16 00:00:00,11,5.7,"MEDIO TIEMPO SA DE CV (MTI991117M33, 1999-11-17 00:00:00) | DOCUMENTOS INTELIGENTES SA DE CV (DIN991119RN6, 1999-11-19 00:00:00) | VALUE AUTOMOTRIZ SA DE CV (VAU991125RY4, 1999-11-25 00:00:00) | MILENIO DIARIO SA DE CV (MDI991214A74, 1999-12-14 00:00:00) | INTEGRACION DE SISTEMAS COMPLEJOS SA DE CV (ISC991216VAA, 1999-12-16 00:00:00) | RESA Y ASOCIADOS SC (RAS991216D49, 1999-12-16 00:00:00)"
"INFRAESTRUCTURA, COMUNICACIONES Y TRANSPORTES",DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL,3,14,2007-01-11 00:00:00,2007-01-25 00:00:00,6,5.7,"LA CRONICA DIARIA SA DE CV (CDI070111F89, 2007-01-11 00:00:00) | CARICATURAS, INTERNET, ANIMACIONES Y REVISTAS SA DE CV (CIA070123FD0, 2007-01-23 00:00:00) | RED DE RADIOS COMUNITARIAS DE MEXICO AC (RRC070125LI5, 2007-01-25 00:00:00)"
"TELEVISIÓN METROPOLITANA, S.A. DE C.V.",DIRECCION DE ADMINISTRACION,4,21,2009-02-11 00:00:00,2009-03-04 00:00:00,11,5.7,"TOKA INTERNACIONAL S A P I DE CV (TIN090211JC9, 2009-02-11 00:00:00) | KT SERVICIO ANAYA SA DE CV (KSA090213N93, 2009-02-13 00:00:00) | SWON IT SERVICES MEXICO SA DE CV (ODS090304J33, 2009-03-04 00:00:00) | SIRENA FILMS SC (SFI090304414, 2009-03-04 00:00:00)"
COMISION NACIONAL DEL AGUA,DIRECCION LOCAL GUERRERO,3,29,2020-04-01 00:00:00,2020-04-30 00:00:00,3,5.6,"ANTTENA AVP SA DE CV (AAV200401GP0, 2020-04-01 00:00:00) | CREAZIONE INGENIERIA Y ARQUITECTURA SA DE CV (CIA200401638, 2020-04-01 00:00:00) | CLEANIUM S DE RL DE CV (CLE200430A22, 2020-04-30 00:00:00)"
SECRETARÍA DE SALUD,DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,8,21,2014-10-02 00:00:00,2014-10-23 00:00:00,19,5.6,"ESAM ESPECIALISTAS EN SERVICIOS AUTOMOTRICES DE MEXICO SA DE CV (EES141002MUA, 2014-10-02 00:00:00) | SEIMAC SA DE CV (SEI141002NR9, 2014-10-02 00:00:00) | NOW NEW MEDIA S A P I DE CV (NNM1410032T8, 2014-10-03 00:00:00) | PDM CONSORCIO DENTAL SA DE CV (PCD1410079D4, 2014-10-07 00:00:00) | PROYECTS SEINCO SA DE CV (PSE1410092F3, 2014-10-09 00:00:00) | PROVEGLIA SA DE CV (PRO1410124E0, 2014-10-12 00:00:00) | COMERCIALIZADORA ORTICHART SA DE CV (COR141022CT0, 2014-10-22 00:00:00) | RECORDATI RARE DISEASES SA DE CV (RRD141023KV3, 2014-10-23 00:00:00)"
FISCALÍA GENERAL DE LA REPÚBLICA,DIRECCION DE ADQUISICIONES,4,29,2003-02-19 00:00:00,2003-03-20 00:00:00,7,5.6,"TEC PLUSS SA DE CV (TPL030219RE3, 2003-02-19 00:00:00) | EFINFO S A P I DE CV (EFI030227P25, 2003-02-27 00:00:00) | DITELCOM SA DE CV (DIT0303171U1, 2003-03-17 00:00:00) | DESARROLLOS DE TI SA DE CV (DTI030320BY7, 2003-03-20 00:00:00)"
SECRETARIA DE BIENESTAR,DELEGACION DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE OAXACA,7,29,2022-10-25 00:00:00,2022-11-23 00:00:00,28,5.5,"DISEÑO E INGENIERIA ATOYAK SA DE CV (DIA221025AL0, 2022-10-25 00:00:00) | MULTIPRODUCTOS Y SERVICIOS DE LIMPIEZA PARCE SA DE CV (MSL221026DS6, 2022-10-26 00:00:00) | PROMOTORA DE EVENTOS Y BANQUETES ELENI SA DE CV (PEB221107PM0, 2022-11-07 00:00:00) | MAGENTA, SERVICIOS EN TECNOLOGIA Y PUBLICIDAD SA DE CV (MST221116T93, 2022-11-16 00:00:00) | MULTISERVICIOS Y REFACCIONES MAZTER SA DE CV (MRM221122TK6, 2022-11-22 00:00:00) | PRODUCCION TOTAL CAMICIE SA DE CV (PTC221123T73, 2022-11-23 00:00:00) | SERVICIOS DE BANQUETERIA DELUXE TURQUESA SA DE CV (SBD221123CV5, 2022-11-23 00:00:00)"
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,"SUBDELEGACION DE ADMINISTRACION, DELEGACION REGIONAL PONIENTE",3,15,2019-02-20 00:00:00,2019-03-07 00:00:00,4,5.5,"COMERCIALIZADORA COFRADIA SA DE CV (CCO190220FRA, 2019-02-20 00:00:00) | FARMACOS HERCOR SA DE CV (FHE190306LW3, 2019-03-06 00:00:00) | COMPAÑIA VILAB SA DE CV (VIL190307SI6, 2019-03-07 00:00:00)"
"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL PROGRESO, S.A. DE C.V.",PROGRESO-GERENCIA DE ADMINISTRACION Y FINANZAS,3,18,1984-06-08 00:00:00,1984-06-26 00:00:00,5,5.3,"EQUIPOS INDUSTRIALES DEL SURESTE SA DE CV (EIS8406089X4, 1984-06-08 00:00:00) | PRODUCTOS MEXICANOS ELECTRICOS EN EL SURESTE SA DE CV (PME8406202D7, 1984-06-20 00:00:00) | DEMOS DESARROLLO DE MEDIOS SA DE CV (DDM840626PM2, 1984-06-26 00:00:00)"
"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL TUXPAN, S.A. DE C.V.",TUXPAN-GERENCIA DE ADMINISTRACION Y FINANZAS,3,17,1996-07-05 00:00:00,1996-07-22 00:00:00,4,5.2,"DIRECCION SPORT SA DE CV (DSP960705PB0, 1996-07-05 00:00:00) | KAMEJ SA DE CV (KAM9607171Z1, 1996-07-17 00:00:00) | ISA CORPORATIVO SA DE CV (ICO960722VD7, 1996-07-22 00:00:00)"
SECRETARIA DE SALUD,SUBDIRECCION DE RECURSOS MATERIALES,3,25,2017-04-29 00:00:00,2017-05-24 00:00:00,3,5.1,"OPERADORA MARTA SA DE CV (OMA170429MPA, 2017-04-29 00:00:00) | AVF DISTRIBUIDORA DE MEDICAMENTOS SA DE CV (ADM1705037J3, 2017-05-03 00:00:00) | GRUPO ACTIPRO SA DE CV (GAC1705243R0, 2017-05-24 00:00:00)"
